,time,content,search_key
157,2019-10-04T12:18:54.000Z,I am asking   @NatWestMarkets  why when I look for their Banks’ Sustainable Finance Commitments there isn't a definition of the banks sustainability criteria nor any documented commitment not to invest our money in  #fossilfuels   ,"""sustainable finance""AND""definition"""
158,2019-10-04T15:24:11.000Z,"""Thus sustainability means ‘ability to exist constantly’ at the macro (biosphere/humanity) level. It has a parallel meaning at the micro (individual organization) level. These definitions set us on our way to common understandings of macro and micro ‘sustainable finance’.""","""sustainable finance""AND""definition"""
159,2019-09-26T07:48:58.000Z," on sustainable finance taxonomy: "" #nuclear  energy “should be evaluated on a scientific basis”. Scientifically, nuclear is not sustainable in any definition. Too high cost, too problematic waste, to high hazard risk.  #Council  is lobby victim. ","""sustainable finance""AND""definition"""
160,2019-10-01T04:41:40.000Z,Sustainable finance:   agrees on a unified classification system for financing sustainable  #economicgrowth . Clear definitions and framework for the privat sector to pursue environmental and resource efficient economic activities. ,"""sustainable finance""AND""definition"""
161,2019-09-11T04:48:34.000Z,"Two factors hamper investor interest in sustainable finance options in Germany. First, banks do not regularly inform their customers about green investment options. Second, the unclear definition of sustainable finance.  #sustainablefinance   #ActOnClimate  ","""sustainable finance""AND""definition"""
162,2019-09-09T13:55:16.000Z,"I am astounded. I might have to check the definition of Sustainable Finance again. In Australia, soon there will only be  #sustainablefinance  - @davidatkincbus speaking at Sust Fin Policy day  #PRIinPerson","""sustainable finance""AND""definition"""
163,2019-06-27T15:11:56.000Z, has just published its latest  #SustainableFinance  research on the  #EUTaxonomy . The green definitions on what is an eligible green investment is likely to re-accelerate growth in the sustainable finance market in Europe.  What are your thoughts?,"""sustainable finance""AND""definition"""
164,2019-06-19T15:02:10.000Z,"""The confused definition of “sustainable investment” that lies at the core of the Draft Ecolabel has spoiled the [European] Commission’s Sustainable Finance Regulatory Package in its entirety"" from Stan Dupre  . Ouch! ","""sustainable finance""AND""definition"""
165,2019-06-27T15:11:56.000Z,Meet the increasing demand for sustainable goods by committing to accelerate circularity. Let’s move from words to action together.  #sustainability   #circulareconomy,"""sustainable finance""AND""definition"""
166,2019-05-30T07:57:14.000Z,"Well here's a provocative thought to get one going from   Beware of ""Sustainability Washing"". We need a strong definition of Sustainable Finance!!!        #febeaConference2019","""sustainable finance""AND""definition"""
167,2019-06-11T04:22:42.000Z,"So, change/ improve  d definition of carbon- offsets , so that startups which strive for creating Carbon sinks will get carbon credit certificates which improves sustainable finance","""sustainable finance""AND""definition"""
168,2019-06-13T21:33:30.000Z,Taxonomy is key. Too many definitions floating around when it comes to sustainable finance. Expect a recommendation clarifying sustainable finance,"""sustainable finance""AND""definition"""
169,2019-04-17T14:43:08.000Z,"(I am not mocking taxonomy; it's very important to pin this stuff down, and definitions are often where the rubber hits the road. Look at what happened last month in EU parliament with sustainable finance taxonomy vote; big industry lobbied hard & successfully to narrow scope.)","""sustainable finance""AND""definition"""
170,2019-05-14T17:51:25.000Z,Happy you had a fruitful conference. What definition of sustainable finance did the conference use?,"""sustainable finance""AND""definition"""
171,2019-03-28T10:10:51.000Z,There are many definitions out there that warrant a closer look. What is sustainable finance and what is not? What are the different investment strategies in sustainable finance? Join us on 25 April for the next  #ALFILE19     ,"""sustainable finance""AND""definition"""
172,2019-02-12T15:08:26.000Z," addressing one of the key SDG , offers a simple definition of sustainable finance - ‘finance to deliver a social impact’ Awesome .","""sustainable finance""AND""definition"""
173,2019-02-11T10:03:12.000Z,"Worth reading the new voluntary belgian sustainable finance label definition by  #Febelfin . A pragmatic approach setting simple rules that follow best practice responsible investing today. Leaves space for investors to explain and choose various levels, I. E. fossil fuel free. Febelfin aide les consommateurs à poser des choix responsables en faveur d’investissements durables  https://bit.ly/2BnPMmO   #durabilité   #financedurable","""sustainable finance""AND""definition"""
174,2019-02-11T10:02:35.000Z,"Worth reading the new voluntary belgian sustainable finance label definition by  #Febelfin . A pragmatic approach setting simple rules that follow best practice responsible investing today. Leaves space for investors to explain and choose various levels, I. E. fossil fuel free. #Febelfin  propose un label ""investissements durables et socialement responsables"" tolérant les énergies fossiles et des seuils de 10% pour les armes, 40% pour les armes nucléaires. Qu’en pensent  les CEO de banques belges signataires de  #SignForMyFuture  ?  https://cncd.be/Voyage-au-coeur-du-greenwashing…","""sustainable finance""AND""definition"""
175,2019-02-04T14:23:01.000Z,Submit your feedback on  #SustainableFinance  definition The   Technical Expert Group on Sustainable Finance (TEG) is expecting your participation by 22 February!    ,"""sustainable finance""AND""definition"""
176,2019-02-11T10:02:35.000Z,"Africa’s private sector is an engine for growth, creating opportunities and fostering innovation.   shares insights from his recent visit to Abidjan   for the   – a transformative event made possible through our partnership with  .  #ACF2023","""sustainable finance""AND""definition"""
177,2019-01-25T15:34:10.000Z,EU group invites feedback on sustainable finance definition ,"""sustainable finance""AND""definition"""
178,2019-01-18T07:02:00.000Z,EU group invites feedback on sustainable finance definition via       #SustainableFinance,"""sustainable finance""AND""definition"""
179,2019-01-24T08:27:23.000Z,"Tässä vielä  #openaccess  vertaisjulkaisu CKn muista ongelmista Seele, P., & Chesney, M. (2017). A critique on the shortcomings of current corporate sustainability ratings and a definition of ‘financial toxicity’. Journal of Sustainable Finance & Investment. ","""sustainable finance""AND""definition"""
180,2018-12-10T12:45:50.000Z,"It's Money Monday at  #COP24 ! Opening the  #GreenBonds  debate, the incoming EIB VP for  #ClimateAction    highlights the role of transparency and clear definitions to encourage sustainable finance and turn the billions to trillions.","""sustainable finance""AND""definition"""
181,2018-12-06T17:20:01.000Z,"Q&A: EU sustainable finance? Definitions of green economic activity and subsidies for this - does trade law present a barrier?
A: EU needs to be careful not to discriminate against particular countries.","""sustainable finance""AND""definition"""
182,2018-12-04T06:31:15.000Z," seeks industry feedback & inputs to establish clarity of definition, transparency, and standards in its sustainable finance framework. ‘Definition of a taxonomy is the first step to facilitate capital market flows’ said Eila Kreivi    #ADSustainableFinanceForum","""sustainable finance""AND""definition"""
183,2018-11-27T11:13:49.000Z,"Ghizlaine Nourlil, Sustainable Finance Manager of BMCE Bank of Africa presented facilities that they have launched on energy efficiency and water treatment and highligted the importance of KPI definition to achieve  #positiveimpact","""sustainable finance""AND""definition"""
184,2018-11-30T09:30:02.000Z,"And   now ! 
AMF published it's definition of its role as a regulator for fostering  #Sustainable  finance.
A mix between: investors protection, innovation support & education. #ESG   #SRI  ","""sustainable finance""AND""definition"""
185,2018-11-16T05:08:35.000Z,"Excellent meeting with Tokyo-based financial institutions on the role of energy efficiency finance in Japan  #G20Japan   #EEFTG . Definitions of sustainable finance need to be flexible and robust, demand and supply for EE finance need to come together.     ","""sustainable finance""AND""definition"""
186,2018-11-17T18:32:11.000Z,Investors warn EC over definitions in sustainable finance proposals | News | IPE ,"""sustainable finance""AND""definition"""
187,2018-09-20T11:40:39.000Z,"Read the 10 principles for development of sustainable finance definitions & taxonomies, set out by the FC4S sustainable cities (including Zurich & Geneva):     #sustainablefinance     ""It is now evident that a shared language for green & sustainable finance is required to undergird market integrity, ensure compatibility, & drive coherence in practices & approaches of fin institutions, regulators, & policy
institutions."" Statement here:  https://goo.gl/yiK5GA","""sustainable finance""AND""definition"""
188,2018-10-16T10:35:24.000Z,"The change in definitions in investor duties will be one of the biggest impacts of the EUs Sustainable Finance Action Plan, hears a panel moderated by   #efequities","""sustainable finance""AND""definition"""
189,2018-11-16T05:08:35.000Z,"Summer essentials: Sun, bathing suit, sunscreen, your Yuh Mastercard and a smartphone!   #BeSummerMoneyReady .","""sustainable finance""AND""definition"""
190,2018-09-18T18:07:29.000Z,Wow. The   contributes to „building a shared language for green and sustainable finance“ by proposing 10 principles to guide the development of definitions and taxonomies of  #green  and  #sustainablefinance  in a statement released today    In  #Halifax  today at the  @g7  meetings  @FC4SNetwork  is proud to announce a statement on Guiding Principles for the Development of Taxonomies.  https://goo.gl/YGTM6z  @UNEnvironment  @UN   @ErikSolheim   @JenReynolds__   @TFICanada   @NVJRobins1   @fininquiry   @g7,"""sustainable finance""AND""definition"""
191,2018-09-06T02:29:02.000Z,Investors warn EC over definitions in sustainable finance proposals    #impinv   #socent   #socialgood,"""sustainable finance""AND""definition"""
192,2018-08-29T18:23:43.000Z,Investors warn EC over definitions in sustainable finance proposals    #impinv   #socent   #socialgood  ,"""sustainable finance""AND""definition"""
193,2018-09-03T11:29:00.000Z,Investors warn EC over definitions in sustainable finance proposals ,"""sustainable finance""AND""definition"""
194,2018-09-06T02:29:02.000Z,Get  #BITCOIN  predictions using AI Deep Learning Neural Network!,"""sustainable finance""AND""definition"""
195,2018-08-24T10:00:56.000Z,"OXAGON. Where people, industries and technology will come together in harmony with nature to create a better future.  #OXAGON   #NEOM","""sustainable finance""AND""definition"""
196,2018-08-17T02:20:14.000Z,"On August 15, Shanghai Stock Exchange issued rules on Green Asset Backed Securities, including definition, verification & disclosure requirements. An important step towards what's recommended by G20 Sustainable Finance Study Group's 2018 Synthesis Report. ","""sustainable finance""AND""definition"""
197,2018-08-17T03:28:37.000Z,"On August 15,  #Shanghai  Stock Exchange issued rules on  #Green  Asset Backed Securities, including definition, verification & disclosure requirements. This is in line recommendations of  #G20   #Sustainable  Finance Study Group's 2018 Synthesis Report  #SDGs   #sustainablefinance   #ESG","""sustainable finance""AND""definition"""
198,2018-07-16T08:16:59.000Z,How do you define Sustainable Finance? How does it differ from traditional investing and philanthropy? We like this simple visual created by  #SFi  - see where your definition falls on this spectrum!  Follow   to learn more: ,"""sustainable finance""AND""definition"""
199,2018-06-06T08:32:57.000Z,".   #MorningExchange :  ,   +4 want changes to  #STS  to boost  #ABS .   says   definition of  #green  in sustainable finance must change.   hopes for risk reduction in June after  #BankingPackage  deal ","""sustainable finance""AND""definition"""
200,2018-06-08T10:04:19.000Z,"ICYMI great to see  #InvestEU  proposal this week, improving access to finance, setting €11.5bn window for sustainable infrastructure to 2027 & a streamlined Advisory Hub for technical assistance. Definitions should align w/   sustainable finance taxonomy","""sustainable finance""AND""definition"""
201,2018-07-16T08:16:59.000Z,"Yuh gets your money summer ready: free card & account, transparent currency exchange fees.   #BeSummerMoneyReady .","""sustainable finance""AND""definition"""
202,2018-04-07T14:35:42.000Z,"Good overview of sustainable finance (definitions, challenges etc.) from   of HSBC (interviewed in Canada) ","""sustainable finance""AND""definition"""
203,2018-04-10T09:22:05.000Z,"Sustainable finance has been grappling with language and definitions for as long as it has existed”.   FI’s Head, Eric Usher welcomes the EC’s proposal for a sustainable finance taxonomy.  #SDGs   #SustainableFinanceEU","""sustainable finance""AND""definition"""
204,2018-04-19T17:27:41.000Z,"Banks need to be confident of definitions, criteria for sustainable finance products, to do more in this area. What does best in class look like, when transitioning to low carbon economy. Zoe Knight from    #IEMAFellows","""sustainable finance""AND""definition"""
205,2018-03-09T12:41:25.000Z,"There's lots in the EU's proposed Sustainable Finance Plan to like: better definitions for green financial products, green finance push on the High Street, greater transparency...","""sustainable finance""AND""definition"""
206,2017-10-30T15:27:39.000Z,"Ingrid Holmes, Director of   explains the importance of climate change risks on finance sector and definition of sustainable finance","""sustainable finance""AND""definition"""
207,2017-02-22T18:23:50.000Z,#IslamicFinance  is the definition of sustainable finance as finance is coupled with real economic activities 4 sustainability!,"""sustainable finance""AND""definition"""
208,2017-10-30T15:27:39.000Z,Get  #Ethereum  predictions using AI Deep Learning Neural Network!,"""sustainable finance""AND""definition"""
209,2015-07-28T16:31:50.000Z,.    #CSRChat  Q for     - could you give your definition for 'sustainable finance'? A6: To integrate  #sustainable   #finance  across all major asset classes and all financial products  #CSRchat   http://bloom.bg/1IpUgXy,"""sustainable finance""AND""definition"""
210,2015-02-04T22:53:49.000Z,"@ panel on foundations & futures for Sustainable Finance, hoping for a definition/boundaries of SF","""sustainable finance""AND""definition"""
211,2011-08-14T10:04:03.000Z,The Modern World of Sustainable Finance: The operating definition used in a study by Strandberg Consulting is that   ...,"""sustainable finance""AND""definition"""
212,2012-10-12T10:25:24.000Z,"Should green finance be called sustainable finance? Short answer yes, long answer the definition matters more than the name  #SustaiNextDCU","""sustainable finance""AND""definition"""
213,2014-11-28T09:50:32.000Z,Or does sustainable finance mean something else? What is your definition?  #sustainability   #enterprise   #entchat,"""sustainable finance""AND""definition"""
214,2015-02-04T22:53:49.000Z,"Industry needs to change. At Oxagon, we are building an Advanced & Clean manufacturing eco-system that will transform the future of industries by adopting circular principles.","""sustainable finance""AND""definition"""
